participant,abs_seq,start,end,duration,delay,block,block_seq,exec_time
135385,47,2019-11-22 20:32:04.141000+00:00,2019-11-22 20:32:08.680000+00:00,0 days 00:00:04.539000,0 days 00:00:01.125000,7,2,0 days 00:00:02.361000
135385,48,2019-11-22 20:32:08.680000+00:00,2019-11-22 20:32:13.188000+00:00,0 days 00:00:04.508000,0 days 00:00:01.125000,7,3,0 days 00:00:02.372000
135385,49,2019-11-22 20:32:13.188000+00:00,2019-11-22 20:32:36.904000+00:00,0 days 00:00:23.716000,0 days 00:00:01.650000,8,0,0 days 00:00:21.473000
135385,50,2019-11-22 20:32:36.904000+00:00,2019-11-22 20:32:43.512000+00:00,0 days 00:00:06.608000,0 days 00:00:01.650000,8,1,0 days 00:00:03.641000
135385,51,2019-11-22 20:32:43.512000+00:00,2019-11-22 20:32:58.380000+00:00,0 days 00:00:14.868000,0 days 00:00:01.650000,8,2,0 days 00:00:12.089000
135385,52,2019-11-22 20:32:58.380000+00:00,2019-11-22 20:33:06.670000+00:00,0 days 00:00:08.290000,0 days 00:00:01.650000,8,3,0 days 00:00:05.473000
135385,53,2019-11-22 20:33:06.670000+00:00,2019-11-22 20:33:13.303000+00:00,0 days 00:00:06.633000,0 days 00:00:01.650000,8,4,0 days 00:00:03.369000
135385,54,2019-11-22 20:33:13.303000+00:00,2019-11-22 20:33:18.263000+00:00,0 days 00:00:04.960000,0 days 00:00:01.650000,8,5,0 days 00:00:02.090000
135385,55,2019-11-22 20:33:18.263000+00:00,2019-11-22 20:33:24.871000+00:00,0 days 00:00:06.608000,0 days 00:00:01.650000,8,6,0 days 00:00:03.525000
135385,56,2019-11-22 20:33:24.871000+00:00,2019-11-22 20:33:29.831000+00:00,0 days 00:00:04.960000,0 days 00:00:01.650000,8,7,0 days 00:00:01.800000
135385,57,2019-11-22 20:33:29.831000+00:00,2019-11-22 20:33:38.092000+00:00,0 days 00:00:08.261000,0 days 00:00:00,9,0,0 days 00:00:05.067000
135385,58,2019-11-22 20:33:38.092000+00:00,2019-11-22 20:33:50.401000+00:00,0 days 00:00:12.309000,0 days 00:00:00,9,1,0 days 00:00:11.211000
135385,59,2019-11-22 20:33:50.401000+00:00,2019-11-22 20:33:53.441000+00:00,0 days 00:00:03.040000,0 days 00:00:00,9,2,0 days 00:00:02.246000
135385,60,2019-11-22 20:33:53.441000+00:00,2019-11-22 20:33:59.480000+00:00,0 days 00:00:06.039000,0 days 00:00:00,9,3,0 days 00:00:05.018000
135385,61,2019-11-22 20:33:59.480000+00:00,2019-11-22 20:34:05.485000+00:00,0 days 00:00:06.005000,0 days 00:00:00.600000,10,0,0 days 00:00:04.884000
135385,62,2019-11-22 20:34:05.485000+00:00,2019-11-22 20:34:09.090000+00:00,0 days 00:00:03.605000,0 days 00:00:00.600000,10,1,0 days 00:00:02.029000
135385,63,2019-11-22 20:34:09.090000+00:00,2019-11-22 20:34:19.303000+00:00,0 days 00:00:10.213000,0 days 00:00:00.600000,10,2,0 days 00:00:08.674000
135385,64,2019-11-22 20:34:19.303000+00:00,2019-11-22 20:34:24.739000+00:00,0 days 00:00:05.436000,0 days 00:00:00.600000,10,3,0 days 00:00:04.075000
135385,65,2019-11-22 20:34:24.739000+00:00,2019-11-22 20:34:31.348000+00:00,0 days 00:00:06.609000,0 days 00:00:00.600000,10,4,0 days 00:00:05.274000
135385,66,2019-11-22 20:34:31.348000+00:00,2019-11-22 20:34:48.773000+00:00,0 days 00:00:17.425000,0 days 00:00:00.600000,10,5,0 days 00:00:16.078000
135385,67,2019-11-22 20:34:48.773000+00:00,2019-11-22 20:34:56.010000+00:00,0 days 00:00:07.237000,0 days 00:00:00.600000,10,6,0 days 00:00:05.909000
135385,68,2019-11-22 20:34:56.010000+00:00,2019-11-22 20:35:14.636000+00:00,0 days 00:00:18.626000,0 days 00:00:00.600000,10,7,0 days 00:00:17.151000
135385,69,2019-11-22 20:35:14.636000+00:00,2019-11-22 20:35:24.880000+00:00,0 days 00:00:10.244000,0 days 00:00:00.600000,10,8,0 days 00:00:08.921000
135385,70,2019-11-22 20:35:24.880000+00:00,2019-11-22 20:35:27.913000+00:00,0 days 00:00:03.033000,0 days 00:00:00.600000,10,9,0 days 00:00:01.468000
135385,71,2019-11-22 20:35:27.913000+00:00,2019-11-22 20:35:30.920000+00:00,0 days 00:00:03.007000,0 days 00:00:00.600000,10,10,0 days 00:00:01.537000
135385,72,2019-11-22 20:35:30.920000+00:00,2019-11-22 20:35:33.925000+00:00,0 days 00:00:03.005000,0 days 00:00:00.600000,10,11,0 days 00:00:01.534000
135385,73,2019-11-22 20:35:33.925000+00:00,2019-11-22 20:35:44.744000+00:00,0 days 00:00:10.819000,0 days 00:00:02.700000,11,0,0 days 00:00:09.228000
135385,74,2019-11-22 20:35:44.744000+00:00,2019-11-22 20:35:52.884000+00:00,0 days 00:00:08.140000,0 days 00:00:02.700000,11,1,0 days 00:00:04.229000
135385,75,2019-11-22 20:35:52.884000+00:00,2019-11-22 20:36:01.020000+00:00,0 days 00:00:08.136000,0 days 00:00:02.700000,11,2,0 days 00:00:03.572000
135385,76,2019-11-22 20:36:01.020000+00:00,2019-11-22 20:36:09.159000+00:00,0 days 00:00:08.139000,0 days 00:00:02.700000,11,3,0 days 00:00:03.487000
135385,77,2019-11-22 20:36:09.159000+00:00,2019-11-22 20:36:22.696000+00:00,0 days 00:00:13.537000,0 days 00:00:02.700000,11,4,0 days 00:00:08.659000
135385,78,2019-11-22 20:36:22.696000+00:00,2019-11-22 20:36:33.533000+00:00,0 days 00:00:10.837000,0 days 00:00:02.700000,11,5,0 days 00:00:06.480000
135385,79,2019-11-22 20:36:33.533000+00:00,2019-11-22 20:36:44.366000+00:00,0 days 00:00:10.833000,0 days 00:00:02.700000,11,6,0 days 00:00:06.255000
135385,80,2019-11-22 20:36:44.366000+00:00,2019-11-22 20:36:49.804000+00:00,0 days 00:00:05.438000,0 days 00:00:02.700000,11,7,0 days 00:00:00.567000
135385,81,2019-11-22 20:36:49.804000+00:00,2019-11-22 20:36:55.212000+00:00,0 days 00:00:05.408000,0 days 00:00:02.700000,11,8,0 days 00:00:00.986000
135385,82,2019-11-22 20:36:55.212000+00:00,2019-11-22 20:37:00.618000+00:00,0 days 00:00:05.406000,0 days 00:00:02.700000,11,9,0 days 00:00:01.417000
135385,83,2019-11-22 20:37:00.618000+00:00,2019-11-22 20:37:08.728000+00:00,0 days 00:00:08.110000,0 days 00:00:02.700000,11,10,0 days 00:00:03.789000
135385,84,2019-11-22 20:37:08.728000+00:00,2019-11-22 20:37:14.164000+00:00,0 days 00:00:05.436000,0 days 00:00:02.700000,11,11,0 days 00:00:01.150000
135385,85,2019-11-22 20:37:14.164000+00:00,2019-11-22 20:37:22.275000+00:00,0 days 00:00:08.111000,0 days 00:00:03,12,0,0 days 00:00:03.967000
135385,86,2019-11-22 20:37:22.275000+00:00,2019-11-22 20:37:35.325000+00:00,0 days 00:00:13.050000,0 days 00:00:03,12,1,0 days 00:00:07.682000
135385,87,2019-11-22 20:37:35.325000+00:00,2019-11-22 20:37:47.367000+00:00,0 days 00:00:12.042000,0 days 00:00:03,12,2,0 days 00:00:07.626000
135385,88,2019-11-22 20:37:47.367000+00:00,2019-11-22 20:37:56.404000+00:00,0 days 00:00:09.037000,0 days 00:00:03,12,3,0 days 00:00:04.671000
135385,89,2019-11-22 20:37:56.404000+00:00,2019-11-22 20:38:02.438000+00:00,0 days 00:00:06.034000,0 days 00:00:03,12,4,0 days 00:00:01.670000
135385,90,2019-11-22 20:38:02.438000+00:00,2019-11-22 20:38:08.445000+00:00,0 days 00:00:06.007000,0 days 00:00:03,12,5,0 days 00:00:00.749000
135385,91,2019-11-22 20:38:08.445000+00:00,2019-11-22 20:38:17.454000+00:00,0 days 00:00:09.009000,0 days 00:00:03,12,6,0 days 00:00:04.133000
135385,92,2019-11-22 20:38:17.454000+00:00,2019-11-22 20:38:23.489000+00:00,0 days 00:00:06.035000,0 days 00:00:03,12,7,0 days 00:00:01.649000
135385,93,2019-11-22 20:38:23.489000+00:00,2019-11-22 20:38:35.499000+00:00,0 days 00:00:12.010000,0 days 00:00:00.600000,13,0,0 days 00:00:06.429000
135385,94,2019-11-22 20:38:35.499000+00:00,2019-11-22 20:38:40.935000+00:00,0 days 00:00:05.436000,0 days 00:00:00.600000,13,1,0 days 00:00:04.062000
135385,95,2019-11-22 20:38:40.935000+00:00,2019-11-22 20:38:48.146000+00:00,0 days 00:00:07.211000,0 days 00:00:00.600000,13,2,0 days 00:00:05.901000
135385,96,2019-11-22 20:38:48.146000+00:00,2019-11-22 20:38:54.158000+00:00,0 days 00:00:06.012000,0 days 00:00:00.600000,13,3,0 days 00:00:04.461000
135385,97,2019-11-22 20:38:54.158000+00:00,2019-11-22 20:39:00.166000+00:00,0 days 00:00:06.008000,0 days 00:00:00.600000,13,4,0 days 00:00:04.570000
135385,98,2019-11-22 20:39:00.166000+00:00,2019-11-22 20:39:04.373000+00:00,0 days 00:00:04.207000,0 days 00:00:00.600000,13,5,0 days 00:00:02.632000
135385,99,2019-11-22 20:39:04.373000+00:00,2019-11-22 20:39:09.781000+00:00,0 days 00:00:05.408000,0 days 00:00:00.600000,13,6,0 days 00:00:03.925000
135385,100,2019-11-22 20:39:09.781000+00:00,2019-11-22 20:39:12.786000+00:00,0 days 00:00:03.005000,0 days 00:00:00.600000,13,7,0 days 00:00:01.429000
135385,101,2019-11-22 20:39:12.786000+00:00,2019-11-22 20:39:19.995000+00:00,0 days 00:00:07.209000,0 days 00:00:02.175000,14,0,0 days 00:00:05.668000
135385,102,2019-11-22 20:39:19.995000+00:00,2019-11-22 20:39:30.880000+00:00,0 days 00:00:10.885000,0 days 00:00:02.175000,14,1,0 days 00:00:07.421000
135385,103,2019-11-22 20:39:30.880000+00:00,2019-11-22 20:39:39.616000+00:00,0 days 00:00:08.736000,0 days 00:00:02.175000,14,2,0 days 00:00:04.988000
135385,104,2019-11-22 20:39:39.616000+00:00,2019-11-22 20:39:50.528000+00:00,0 days 00:00:10.912000,0 days 00:00:02.175000,14,3,0 days 00:00:07.246000
135385,105,2019-11-22 20:39:50.528000+00:00,2019-11-22 20:39:57.088000+00:00,0 days 00:00:06.560000,0 days 00:00:02.175000,14,4,0 days 00:00:02.802000
135385,106,2019-11-22 20:39:57.088000+00:00,2019-11-22 20:40:05.796000+00:00,0 days 00:00:08.708000,0 days 00:00:02.175000,14,5,0 days 00:00:05.206000
135385,107,2019-11-22 20:40:05.796000+00:00,2019-11-22 20:40:12.356000+00:00,0 days 00:00:06.560000,0 days 00:00:02.175000,14,6,0 days 00:00:02.410000
135385,108,2019-11-22 20:40:12.356000+00:00,2019-11-22 20:40:21.064000+00:00,0 days 00:00:08.708000,0 days 00:00:02.175000,14,7,0 days 00:00:04.532000
135385,109,2019-11-22 20:40:21.064000+00:00,2019-11-22 20:40:29.804000+00:00,0 days 00:00:08.740000,0 days 00:00:01.125000,15,0,0 days 00:00:05.187000
135385,110,2019-11-22 20:40:29.804000+00:00,2019-11-22 20:40:35.465000+00:00,0 days 00:00:05.661000,0 days 00:00:01.125000,15,1,0 days 00:00:03.461000
135385,111,2019-11-22 20:40:35.465000+00:00,2019-11-22 20:40:42.223000+00:00,0 days 00:00:06.758000,0 days 00:00:01.125000,15,2,0 days 00:00:04.541000
135385,112,2019-11-22 20:40:42.223000+00:00,2019-11-22 20:40:50.110000+00:00,0 days 00:00:07.887000,0 days 00:00:01.125000,15,3,0 days 00:00:05.720000
135385,113,2019-11-22 20:40:50.110000+00:00,2019-11-22 20:40:58.024000+00:00,0 days 00:00:07.914000,0 days 00:00:01.125000,15,4,0 days 00:00:05.698000
135385,114,2019-11-22 20:40:58.024000+00:00,2019-11-22 20:41:07.063000+00:00,0 days 00:00:09.039000,0 days 00:00:01.125000,15,5,0 days 00:00:06.859000
135385,115,2019-11-22 20:41:07.063000+00:00,2019-11-22 20:41:12.724000+00:00,0 days 00:00:05.661000,0 days 00:00:01.125000,15,6,0 days 00:00:03.423000
135385,116,2019-11-22 20:41:12.724000+00:00,2019-11-22 20:41:18.360000+00:00,0 days 00:00:05.636000,0 days 00:00:01.125000,15,7,0 days 00:00:03.396000
135385,117,2019-11-22 20:41:18.360000+00:00,2019-11-22 20:41:29.622000+00:00,0 days 00:00:11.262000,0 days 00:00:01.125000,15,8,0 days 00:00:09.024000
135385,118,2019-11-22 20:41:29.622000+00:00,2019-11-22 20:41:37.537000+00:00,0 days 00:00:07.915000,0 days 00:00:01.125000,15,9,0 days 00:00:05.788000
135385,119,2019-11-22 20:41:37.537000+00:00,2019-11-22 20:41:42.070000+00:00,0 days 00:00:04.533000,0 days 00:00:01.125000,15,10,0 days 00:00:02.367000
135385,120,2019-11-22 20:41:42.070000+00:00,2019-11-22 20:41:45.450000+00:00,0 days 00:00:03.380000,0 days 00:00:01.125000,15,11,0 days 00:00:01.195000
135385,121,2019-11-22 20:41:45.450000+00:00,2019-11-22 20:41:56.711000+00:00,0 days 00:00:11.261000,0 days 00:00:01.650000,16,0,0 days 00:00:09.086000
135385,122,2019-11-22 20:41:56.711000+00:00,2019-11-22 20:42:05.006000+00:00,0 days 00:00:08.295000,0 days 00:00:01.650000,16,1,0 days 00:00:05.105000
135385,123,2019-11-22 20:42:05.006000+00:00,2019-11-22 20:42:09.991000+00:00,0 days 00:00:04.985000,0 days 00:00:01.650000,16,2,0 days 00:00:02.106000
135385,124,2019-11-22 20:42:09.991000+00:00,2019-11-22 20:42:14.947000+00:00,0 days 00:00:04.956000,0 days 00:00:01.650000,16,3,0 days 00:00:01.656000
135385,125,2019-11-22 20:42:14.947000+00:00,2019-11-22 20:42:24.857000+00:00,0 days 00:00:09.910000,0 days 00:00:01.650000,16,4,0 days 00:00:06.931000
135385,126,2019-11-22 20:42:24.857000+00:00,2019-11-22 20:42:29.839000+00:00,0 days 00:00:04.982000,0 days 00:00:01.650000,16,5,0 days 00:00:01.857000
135385,127,2019-11-22 20:42:29.839000+00:00,2019-11-22 20:42:38.099000+00:00,0 days 00:00:08.260000,0 days 00:00:01.650000,16,6,0 days 00:00:05.169000
135385,128,2019-11-22 20:42:38.099000+00:00,2019-11-22 20:42:45.739000+00:00,0 days 00:00:07.640000,0 days 00:00:01.650000,16,7,0 days 00:00:04.647000
135385,129,2019-11-22 20:42:45.739000+00:00,2019-11-22 20:42:50.695000+00:00,0 days 00:00:04.956000,0 days 00:00:01.650000,16,8,0 days 00:00:01.967000
135385,130,2019-11-22 20:42:50.695000+00:00,2019-11-22 20:42:57.303000+00:00,0 days 00:00:06.608000,0 days 00:00:01.650000,16,9,0 days 00:00:03.636000
135385,131,2019-11-22 20:42:57.303000+00:00,2019-11-22 20:43:02.264000+00:00,0 days 00:00:04.961000,0 days 00:00:01.650000,16,10,0 days 00:00:01.670000
135385,132,2019-11-22 20:43:02.264000+00:00,2019-11-22 20:43:07.221000+00:00,0 days 00:00:04.957000,0 days 00:00:01.650000,16,11,0 days 00:00:01.964000
135385,133,2019-11-22 20:43:07.221000+00:00,2019-11-22 20:43:17.132000+00:00,0 days 00:00:09.911000,0 days 00:00:02.175000,17,0,0 days 00:00:06.874000
135385,134,2019-11-22 20:43:17.132000+00:00,2019-11-22 20:43:25.876000+00:00,0 days 00:00:08.744000,0 days 00:00:02.175000,17,1,0 days 00:00:04.748000
135385,135,2019-11-22 20:43:25.876000+00:00,2019-11-22 20:43:36.788000+00:00,0 days 00:00:10.912000,0 days 00:00:02.175000,17,2,0 days 00:00:07.675000
135385,136,2019-11-22 20:43:36.788000+00:00,2019-11-22 20:43:43.352000+00:00,0 days 00:00:06.564000,0 days 00:00:02.175000,17,3,0 days 00:00:02.360000
135385,137,2019-11-22 20:43:43.352000+00:00,2019-11-22 20:43:54.240000+00:00,0 days 00:00:10.888000,0 days 00:00:02.175000,17,4,0 days 00:00:07.526000
135385,138,2019-11-22 20:43:54.240000+00:00,2019-11-22 20:44:02.979000+00:00,0 days 00:00:08.739000,0 days 00:00:02.175000,17,5,0 days 00:00:05.165000
135385,139,2019-11-22 20:44:02.979000+00:00,2019-11-22 20:44:11.712000+00:00,0 days 00:00:08.733000,0 days 00:00:02.175000,17,6,0 days 00:00:05.278000
135385,140,2019-11-22 20:44:11.712000+00:00,2019-11-22 20:44:20.448000+00:00,0 days 00:00:08.736000,0 days 00:00:02.175000,17,7,0 days 00:00:05.502000
135385,141,2019-11-22 20:44:20.448000+00:00,2019-11-22 20:44:27.006000+00:00,0 days 00:00:06.558000,0 days 00:00:02.175000,17,8,0 days 00:00:02.559000
135385,142,2019-11-22 20:44:27.006000+00:00,2019-11-22 20:44:33.540000+00:00,0 days 00:00:06.534000,0 days 00:00:02.175000,17,9,0 days 00:00:02.709000
135385,143,2019-11-22 20:44:33.540000+00:00,2019-11-22 20:44:40.072000+00:00,0 days 00:00:06.532000,0 days 00:00:02.175000,17,10,0 days 00:00:02.574000
135385,144,2019-11-22 20:44:40.072000+00:00,2019-11-22 20:44:44.428000+00:00,0 days 00:00:04.356000,0 days 00:00:02.175000,17,11,0 days 00:00:00.796000
135385,145,2019-11-22 20:44:44.428000+00:00,2019-11-22 20:44:53.136000+00:00,0 days 00:00:08.708000,0 days 00:00:01.650000,18,0,0 days 00:00:04.526000
135385,146,2019-11-22 20:44:53.136000+00:00,2019-11-22 20:45:01.427000+00:00,0 days 00:00:08.291000,0 days 00:00:01.650000,18,1,0 days 00:00:05
135385,147,2019-11-22 20:45:01.427000+00:00,2019-11-22 20:45:09.720000+00:00,0 days 00:00:08.293000,0 days 00:00:01.650000,18,2,0 days 00:00:05.273000
135385,148,2019-11-22 20:45:09.720000+00:00,2019-11-22 20:45:16.357000+00:00,0 days 00:00:06.637000,0 days 00:00:01.650000,18,3,0 days 00:00:03.937000
135385,149,2019-11-22 20:45:16.357000+00:00,2019-11-22 20:45:22.967000+00:00,0 days 00:00:06.610000,0 days 00:00:03,19,0,0 days 00:00:03.715000
135385,150,2019-11-22 20:45:22.967000+00:00,2019-11-22 20:45:31.977000+00:00,0 days 00:00:09.010000,0 days 00:00:03,19,1,0 days 00:00:04.574000
135385,151,2019-11-22 20:45:31.977000+00:00,2019-11-22 20:45:38.011000+00:00,0 days 00:00:06.034000,0 days 00:00:03,19,2,0 days 00:00:01.954000
135385,152,2019-11-22 20:45:38.011000+00:00,2019-11-22 20:45:47.020000+00:00,0 days 00:00:09.009000,0 days 00:00:03,19,3,0 days 00:00:03.526000
135385,153,2019-11-22 20:45:47.020000+00:00,2019-11-22 20:45:59.066000+00:00,0 days 00:00:12.046000,0 days 00:00:00,20,0,0 days 00:00:07.492000
135385,154,2019-11-22 20:45:59.066000+00:00,2019-11-22 20:46:04.474000+00:00,0 days 00:00:05.408000,0 days 00:00:00,20,1,0 days 00:00:03.882000
135385,155,2019-11-22 20:46:04.474000+00:00,2019-11-22 20:46:10.192000+00:00,0 days 00:00:05.718000,0 days 00:00:00,20,2,0 days 00:00:04.944000
135385,156,2019-11-22 20:46:10.192000+00:00,2019-11-22 20:46:15.693000+00:00,0 days 00:00:05.501000,0 days 00:00:00,20,3,0 days 00:00:04.474000
135385,157,2019-11-22 20:46:15.693000+00:00,2019-11-22 20:46:24.631000+00:00,0 days 00:00:08.938000,0 days 00:00:00,20,4,0 days 00:00:07.784000
135385,158,2019-11-22 20:46:24.631000+00:00,2019-11-22 20:46:29.465000+00:00,0 days 00:00:04.834000,0 days 00:00:00,20,5,0 days 00:00:03.608000
135385,159,2019-11-22 20:46:29.465000+00:00,2019-11-22 20:46:37.208000+00:00,0 days 00:00:07.743000,0 days 00:00:00,20,6,0 days 00:00:06.978000
135385,160,2019-11-22 20:46:37.208000+00:00,2019-11-22 20:46:46.351000+00:00,0 days 00:00:09.143000,0 days 00:00:00,20,7,0 days 00:00:08.329000
135385,161,2019-11-22 20:46:46.351000+00:00,2019-11-22 20:46:49.579000+00:00,0 days 00:00:03.228000,0 days 00:00:00,20,8,0 days 00:00:02.321000
135385,162,2019-11-22 20:46:49.579000+00:00,2019-11-22 20:46:52.336000+00:00,0 days 00:00:02.757000,0 days 00:00:00,20,9,0 days 00:00:02.108000
135385,163,2019-11-22 20:46:52.336000+00:00,2019-11-22 20:46:56.075000+00:00,0 days 00:00:03.739000,0 days 00:00:00,20,10,0 days 00:00:02.616000
135385,164,2019-11-22 20:46:56.075000+00:00,2019-11-22 20:47:00.711000+00:00,0 days 00:00:04.636000,0 days 00:00:00,20,11,0 days 00:00:03.468000
135385,165,2019-11-22 20:47:00.711000+00:00,2019-11-22 20:47:05.944000+00:00,0 days 00:00:05.233000,0 days 00:00:02.700000,21,0,0 days 00:00:04.011000
135385,166,2019-11-22 20:47:05.944000+00:00,2019-11-22 20:47:16.754000+00:00,0 days 00:00:10.810000,0 days 00:00:02.700000,21,1,0 days 00:00:06.594000
135385,167,2019-11-22 20:47:16.754000+00:00,2019-11-22 20:47:24.894000+00:00,0 days 00:00:08.140000,0 days 00:00:02.700000,21,2,0 days 00:00:03.061000
135385,168,2019-11-22 20:47:24.894000+00:00,2019-11-22 20:47:33.036000+00:00,0 days 00:00:08.142000,0 days 00:00:02.700000,21,3,0 days 00:00:03.498000
135391,0,2019-11-05 20:23:07.416000+00:00,2019-11-05 20:23:14.056000+00:00,0 days 00:00:06.640000,0 days 00:00:00,0,0,0 days 00:00:05.294000
135391,1,2019-11-05 20:23:14.056000+00:00,2019-11-05 20:23:21.550000+00:00,0 days 00:00:07.494000,0 days 00:00:00.600000,1,0,0 days 00:00:06.240000
135391,2,2019-11-05 20:23:21.550000+00:00,2019-11-05 20:23:26.357000+00:00,0 days 00:00:04.807000,0 days 00:00:00.600000,1,1,0 days 00:00:03.482000
135391,3,2019-11-05 20:23:26.357000+00:00,2019-11-05 20:23:32.968000+00:00,0 days 00:00:06.611000,0 days 00:00:00.600000,1,2,0 days 00:00:05.018000
135391,4,2019-11-05 20:23:32.968000+00:00,2019-11-05 20:23:42.581000+00:00,0 days 00:00:09.613000,0 days 00:00:00.600000,1,3,0 days 00:00:08.182000
135391,5,2019-11-05 20:23:42.581000+00:00,2019-11-05 20:23:52.827000+00:00,0 days 00:00:10.246000,0 days 00:00:02.175000,2,0,0 days 00:00:08.673000
135391,6,2019-11-05 20:23:52.827000+00:00,2019-11-05 20:24:01.567000+00:00,0 days 00:00:08.740000,0 days 00:00:02.175000,2,1,0 days 00:00:04.424000
135391,7,2019-11-05 20:24:01.567000+00:00,2019-11-05 20:24:10.304000+00:00,0 days 00:00:08.737000,0 days 00:00:02.175000,2,2,0 days 00:00:05.058000
135391,8,2019-11-05 20:24:10.304000+00:00,2019-11-05 20:24:19.040000+00:00,0 days 00:00:08.736000,0 days 00:00:02.175000,2,3,0 days 00:00:04.433000
135391,9,2019-11-05 20:24:19.040000+00:00,2019-11-05 20:24:32.128000+00:00,0 days 00:00:13.088000,0 days 00:00:03,3,0,0 days 00:00:09.529000
135391,10,2019-11-05 20:24:32.128000+00:00,2019-11-05 20:24:47.167000+00:00,0 days 00:00:15.039000,0 days 00:00:03,3,1,0 days 00:00:11.016000
135391,11,2019-11-05 20:24:47.167000+00:00,2019-11-05 20:25:05.212000+00:00,0 days 00:00:18.045000,0 days 00:00:03,3,2,0 days 00:00:12.254000
135391,12,2019-11-05 20:25:05.212000+00:00,2019-11-05 20:25:20.257000+00:00,0 days 00:00:15.045000,0 days 00:00:03,3,3,0 days 00:00:09.436000
135391,13,2019-11-05 20:25:20.257000+00:00,2019-11-05 20:25:35.304000+00:00,0 days 00:00:15.047000,0 days 00:00:03,3,4,0 days 00:00:10.994000
135391,14,2019-11-05 20:25:35.304000+00:00,2019-11-05 20:25:44.348000+00:00,0 days 00:00:09.044000,0 days 00:00:03,3,5,0 days 00:00:04.427000
135391,15,2019-11-05 20:25:44.348000+00:00,2019-11-05 20:25:56.387000+00:00,0 days 00:00:12.039000,0 days 00:00:03,3,6,0 days 00:00:06.887000
135391,16,2019-11-05 20:25:56.387000+00:00,2019-11-05 20:26:05.424000+00:00,0 days 00:00:09.037000,0 days 00:00:03,3,7,0 days 00:00:04.716000
135391,17,2019-11-05 20:26:05.424000+00:00,2019-11-05 20:26:18.472000+00:00,0 days 00:00:13.048000,0 days 00:00:03,3,8,0 days 00:00:07.820000
135391,18,2019-11-05 20:26:18.472000+00:00,2019-11-05 20:26:30.515000+00:00,0 days 00:00:12.043000,0 days 00:00:03,3,9,0 days 00:00:06.743000
135391,19,2019-11-05 20:26:30.515000+00:00,2019-11-05 20:26:39.556000+00:00,0 days 00:00:09.041000,0 days 00:00:03,3,10,0 days 00:00:05.005000
135391,20,2019-11-05 20:26:39.556000+00:00,2019-11-05 20:26:48.594000+00:00,0 days 00:00:09.038000,0 days 00:00:03,3,11,0 days 00:00:04.381000
135391,21,2019-11-05 20:26:48.594000+00:00,2019-11-05 20:27:00.632000+00:00,0 days 00:00:12.038000,0 days 00:00:02.700000,4,0,0 days 00:00:07.237000
135391,22,2019-11-05 20:27:00.632000+00:00,2019-11-05 20:27:11.476000+00:00,0 days 00:00:10.844000,0 days 00:00:02.700000,4,1,0 days 00:00:05.824000
135391,23,2019-11-05 20:27:11.476000+00:00,2019-11-05 20:27:25.014000+00:00,0 days 00:00:13.538000,0 days 00:00:02.700000,4,2,0 days 00:00:09.797000
135391,24,2019-11-05 20:27:25.014000+00:00,2019-11-05 20:27:35.858000+00:00,0 days 00:00:10.844000,0 days 00:00:02.700000,4,3,0 days 00:00:06.150000
135391,25,2019-11-05 20:27:35.858000+00:00,2019-11-05 20:27:46.692000+00:00,0 days 00:00:10.834000,0 days 00:00:02.700000,4,4,0 days 00:00:05.846000
135391,26,2019-11-05 20:27:46.692000+00:00,2019-11-05 20:27:54.828000+00:00,0 days 00:00:08.136000,0 days 00:00:02.700000,4,5,0 days 00:00:03.091000
135391,27,2019-11-05 20:27:54.828000+00:00,2019-11-05 20:28:05.668000+00:00,0 days 00:00:10.840000,0 days 00:00:02.700000,4,6,0 days 00:00:06.653000
135391,28,2019-11-05 20:28:05.668000+00:00,2019-11-05 20:28:13.806000+00:00,0 days 00:00:08.138000,0 days 00:00:02.700000,4,7,0 days 00:00:03.023000
135391,29,2019-11-05 20:28:13.806000+00:00,2019-11-05 20:28:30.046000+00:00,0 days 00:00:16.240000,0 days 00:00:01.125000,5,0,0 days 00:00:11.611000
135391,30,2019-11-05 20:28:30.046000+00:00,2019-11-05 20:28:39.088000+00:00,0 days 00:00:09.042000,0 days 00:00:01.125000,5,1,0 days 00:00:06.852000
135391,31,2019-11-05 20:28:39.088000+00:00,2019-11-05 20:28:49.254000+00:00,0 days 00:00:10.166000,0 days 00:00:01.125000,5,2,0 days 00:00:07.989000
135391,32,2019-11-05 20:28:49.254000+00:00,2019-11-05 20:28:58.289000+00:00,0 days 00:00:09.035000,0 days 00:00:01.125000,5,3,0 days 00:00:06.865000
135391,33,2019-11-05 20:28:58.289000+00:00,2019-11-05 20:29:08.452000+00:00,0 days 00:00:10.163000,0 days 00:00:01.125000,5,4,0 days 00:00:08.011000
135391,34,2019-11-05 20:29:08.452000+00:00,2019-11-05 20:29:16.368000+00:00,0 days 00:00:07.916000,0 days 00:00:01.125000,5,5,0 days 00:00:05.777000
135391,35,2019-11-05 20:29:16.368000+00:00,2019-11-05 20:29:22.027000+00:00,0 days 00:00:05.659000,0 days 00:00:01.125000,5,6,0 days 00:00:03.422000
135391,36,2019-11-05 20:29:22.027000+00:00,2019-11-05 20:29:29.912000+00:00,0 days 00:00:07.885000,0 days 00:00:01.125000,5,7,0 days 00:00:05.678000
135391,37,2019-11-05 20:29:29.912000+00:00,2019-11-05 20:29:38.950000+00:00,0 days 00:00:09.038000,0 days 00:00:01.125000,6,0,0 days 00:00:06.841000
